lead_id,lead_date,campaign_name,channel,lead_source,age,age_group,gender,status,touchpoints,cost_per_lead,revenue,days_to_conversion,product_purchased,season,month,year,quarter,year_quarter,month_short,touchpoint_band
L1164,2024-03-16,New_Year_Launch,Facebook,Organic,64,55+,Female,Nurturing,3,54.05,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,1–3
L1165,2024-04-01,New_Year_Launch,Instagram,Referral,19,18-24,Female,Qualified,7,47.05,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,7–9
L1166,2023-12-28,New_Year_Launch,Google Search,Organic,41,35-44,Female,Converted,7,70.3,1735.5,8,Digital Ads Package,Winter,December,2023,Q4,2023Q4,Dec,7–9
L1167,2024-09-14,Spring_Promo,YouTube,Paid Ads,56,55+,Male,New Lead,8,58.56,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,7–9
L1168,2024-08-03,Back_to_School,TikTok,Referral,23,18-24,Female,Qualified,3,28.65,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,1–3
L1169,2024-06-26,Spring_Promo,Facebook,Direct,39,35-44,Male,Nurturing,6,49.34,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,4–6
L1170,2024-07-29,Black_Friday,Instagram,Paid Ads,23,18-24,Female,Nurturing,5,37.36,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,4–6
L1171,2024-05-17,New_Year_Launch,Email,Referral,26,25-34,Female,Lost,3,16.0,0.0,0,,Spring,May,2024,Q2,2024Q2,May,1–3
L1172,2023-11-24,Spring_Promo,YouTube,Direct,29,25-34,Male,Converted,12,58.36,792.23,70,Social Media Manager,Fall,November,2023,Q4,2023Q4,Nov,10–12
L1173,2023-05-23,Spring_Promo,Facebook,Paid Ads,25,25-34,Female,Lost,8,46.73,0.0,0,,Spring,May,2023,Q2,2023Q2,May,7–9
L1174,2024-07-18,Black_Friday,Email,Referral,68,55+,Female,Converted,2,14.6,795.87,51,SEO Pro,Summer,July,2024,Q3,2024Q3,Jul,1–3
L1175,2024-04-05,Back_to_School,Instagram,Paid Ads,66,55+,Male,Nurturing,9,44.32,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,7–9
L1176,2023-02-26,Summer_Blast,YouTube,Paid Ads,59,55+,Female,Nurturing,9,61.63,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,7–9
L1177,2024-06-15,New_Year_Launch,TikTok,Referral,29,25-34,Male,Qualified,2,45.9,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,1–3
L1178,2024-06-30,New_Year_Launch,Facebook,Paid Ads,60,55+,Male,Qualified,11,43.87,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,10–12
L1179,2023-01-30,Year_End_Push,YouTube,Referral,34,25-34,Female,New Lead,11,46.62,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,10–12
L1180,2024-05-24,Year_End_Push,Email,Direct,29,25-34,Female,Nurturing,9,29.78,0.0,0,,Spring,May,2024,Q2,2024Q2,May,7–9
L1181,2024-12-06,Back_to_School,TikTok,Direct,51,45-54,Female,Nurturing,8,29.2,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,7–9
L1182,2023-11-23,Year_End_Push,TikTok,Referral,51,45-54,Male,New Lead,6,42.68,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,4–6
L1183,2023-05-06,Back_to_School,Email,Organic,37,35-44,Male,Qualified,4,17.35,0.0,0,,Spring,May,2023,Q2,2023Q2,May,4–6
L1184,2023-06-13,Year_End_Push,Facebook,Direct,23,18-24,Female,Nurturing,10,58.27,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,10–12
L1185,2023-11-12,Year_End_Push,TikTok,Direct,31,25-34,Female,Nurturing,2,37.95,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,1–3
L1186,2024-05-21,Spring_Promo,TikTok,Referral,32,25-34,Female,New Lead,11,39.95,0.0,0,,Spring,May,2024,Q2,2024Q2,May,10–12
L1187,2023-09-28,Black_Friday,Instagram,Organic,66,55+,Male,New Lead,7,49.55,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,7–9
L1188,2023-03-17,Back_to_School,Instagram,Paid Ads,53,45-54,Female,Nurturing,8,42.73,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,7–9
L1189,2024-02-08,Summer_Blast,YouTube,Organic,66,55+,Male,Lost,6,52.46,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,4–6
L1190,2023-02-09,Year_End_Push,Email,Direct,32,25-34,Female,New Lead,6,14.74,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,4–6
L1191,2023-11-23,Back_to_School,Email,Paid Ads,29,25-34,Female,Lost,10,15.25,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,10–12
L1192,2024-05-01,New_Year_Launch,Email,Direct,65,55+,Male,Nurturing,6,28.31,0.0,0,,Spring,May,2024,Q2,2024Q2,May,4–6
L1193,2024-10-06,New_Year_Launch,Email,Referral,54,45-54,Male,Converted,8,12.53,1694.89,84,CRM Integration,Fall,October,2024,Q4,2024Q4,Oct,7–9
L1194,2024-09-26,Summer_Blast,Email,Direct,19,18-24,Male,Nurturing,7,27.49,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,7–9
L1195,2023-11-18,Summer_Blast,Email,Organic,23,18-24,Male,New Lead,7,20.38,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,7–9
L1196,2024-12-23,New_Year_Launch,Email,Direct,53,45-54,Female,Converted,4,14.76,3023.99,85,SEO Pro,Winter,December,2024,Q4,2024Q4,Dec,4–6
L1197,2023-12-29,Year_End_Push,TikTok,Direct,39,35-44,Female,Qualified,12,41.52,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,10–12
L1198,2023-11-01,Year_End_Push,TikTok,Referral,28,25-34,Female,Qualified,12,43.42,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,10–12
L1199,2023-10-08,Year_End_Push,Google Search,Referral,43,35-44,Female,Lost,10,63.76,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,10–12
L1200,2023-03-22,Back_to_School,Facebook,Paid Ads,49,45-54,Female,New Lead,8,48.93,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,7–9
L1201,2023-05-21,Year_End_Push,TikTok,Referral,33,25-34,Male,Converted,12,30.18,3140.74,32,Digital Ads Package,Spring,May,2023,Q2,2023Q2,May,10–12
L1202,2024-04-28,Black_Friday,Instagram,Organic,25,25-34,Male,Qualified,3,37.01,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,1–3
L1203,2023-10-22,Black_Friday,YouTube,Direct,48,45-54,Male,Converted,11,51.42,766.23,12,CRM Integration,Fall,October,2023,Q4,2023Q4,Oct,10–12
L1204,2024-02-11,Spring_Promo,Google Search,Paid Ads,29,25-34,Male,Lost,3,73.76,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,1–3
L1205,2024-10-18,Back_to_School,Facebook,Organic,19,18-24,Female,Qualified,8,52.87,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,7–9
L1206,2024-04-14,Back_to_School,TikTok,Organic,37,35-44,Male,New Lead,12,40.97,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,10–12
L1207,2024-10-16,Summer_Blast,Facebook,Paid Ads,43,35-44,Female,Nurturing,7,59.94,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,7–9
L1208,2024-05-03,Summer_Blast,Google Search,Organic,18,18-24,Female,Lost,4,64.47,0.0,0,,Spring,May,2024,Q2,2024Q2,May,4–6
L1209,2023-11-06,Back_to_School,TikTok,Direct,45,45-54,Female,Lost,10,39.65,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,10–12
L1210,2024-04-21,Spring_Promo,YouTube,Paid Ads,39,35-44,Female,Converted,7,51.14,3587.33,40,Digital Ads Package,Spring,April,2024,Q2,2024Q2,Apr,7–9
L1211,2024-04-10,Summer_Blast,TikTok,Paid Ads,66,55+,Female,Nurturing,10,42.95,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,10–12
L1212,2024-09-02,Summer_Blast,Google Search,Paid Ads,57,55+,Male,Converted,2,75.46,2864.78,68,Social Media Manager,Fall,September,2024,Q3,2024Q3,Sep,1–3
L1213,2023-06-18,Year_End_Push,Email,Paid Ads,21,18-24,Male,Nurturing,9,18.56,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,7–9
L1214,2024-04-01,Spring_Promo,YouTube,Direct,34,25-34,Male,Converted,8,61.17,1093.75,54,SEO Pro,Spring,April,2024,Q2,2024Q2,Apr,7–9
L1215,2023-09-18,New_Year_Launch,Google Search,Referral,61,55+,Male,New Lead,12,74.33,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,10–12
L1216,2023-03-03,New_Year_Launch,Google Search,Referral,21,18-24,Male,New Lead,2,76.69,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,1–3
L1217,2024-10-23,Summer_Blast,Google Search,Paid Ads,41,35-44,Female,Converted,6,77.28,4967.85,49,SEO Pro,Fall,October,2024,Q4,2024Q4,Oct,4–6
L1218,2023-05-02,New_Year_Launch,YouTube,Paid Ads,24,18-24,Male,Converted,9,48.57,2268.76,17,Brand Analytics Suite,Spring,May,2023,Q2,2023Q2,May,7–9
L1219,2024-03-10,New_Year_Launch,Facebook,Direct,20,18-24,Male,Converted,4,52.64,1613.8,45,Brand Analytics Suite,Spring,March,2024,Q1,2024Q1,Mar,4–6
L1220,2023-01-17,Year_End_Push,Instagram,Direct,22,18-24,Male,Converted,2,39.81,954.04,5,SEO Pro,Winter,January,2023,Q1,2023Q1,Jan,1–3
L1221,2024-07-06,Black_Friday,YouTube,Organic,27,25-34,Female,Nurturing,1,49.35,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,1–3
L1222,2024-11-19,Year_End_Push,YouTube,Referral,29,25-34,Male,Nurturing,4,61.37,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,4–6
L1223,2024-07-24,Back_to_School,TikTok,Direct,60,55+,Female,Qualified,12,46.97,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,10–12
L1224,2024-11-18,Back_to_School,Google Search,Organic,65,55+,Female,Lost,9,65.62,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,7–9
L1225,2024-07-04,Black_Friday,TikTok,Referral,49,45-54,Male,New Lead,4,37.47,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,4–6
L1226,2023-05-18,Black_Friday,Instagram,Direct,48,45-54,Female,Nurturing,5,42.77,0.0,0,,Spring,May,2023,Q2,2023Q2,May,4–6
L1227,2023-07-15,Spring_Promo,Google Search,Referral,23,18-24,Male,Nurturing,7,59.03,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,7–9
L1228,2023-12-07,Black_Friday,TikTok,Paid Ads,19,18-24,Male,Qualified,1,34.06,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,1–3
L1229,2024-12-21,Summer_Blast,YouTube,Direct,21,18-24,Female,Converted,4,49.09,2984.36,37,SEO Pro,Winter,December,2024,Q4,2024Q4,Dec,4–6
L1230,2024-04-22,Year_End_Push,Facebook,Referral,40,35-44,Female,Converted,12,43.97,2612.71,41,Brand Analytics Suite,Spring,April,2024,Q2,2024Q2,Apr,10–12
L1231,2023-09-25,New_Year_Launch,Instagram,Paid Ads,54,45-54,Female,New Lead,10,46.07,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,10–12
L1232,2024-08-06,Back_to_School,TikTok,Paid Ads,43,35-44,Female,Qualified,8,44.67,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,7–9
L1233,2023-12-27,Black_Friday,Google Search,Direct,43,35-44,Female,New Lead,12,61.39,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,10–12
L1234,2023-03-18,Year_End_Push,Email,Organic,25,25-34,Male,New Lead,11,30.9,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,10–12
L1235,2023-01-10,Spring_Promo,TikTok,Paid Ads,52,45-54,Female,Converted,8,32.37,2179.4,80,CRM Integration,Winter,January,2023,Q1,2023Q1,Jan,7–9
L1236,2023-10-09,Spring_Promo,Instagram,Direct,18,18-24,Female,New Lead,5,45.71,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,4–6
L1237,2023-07-16,Year_End_Push,Instagram,Organic,30,25-34,Female,New Lead,5,47.4,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,4–6
L1238,2023-09-07,Black_Friday,Instagram,Referral,49,45-54,Male,Nurturing,4,54.8,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,4–6
L1239,2024-05-02,Black_Friday,Instagram,Direct,23,18-24,Male,Qualified,1,36.12,0.0,0,,Spring,May,2024,Q2,2024Q2,May,1–3
L1240,2024-08-02,New_Year_Launch,Google Search,Direct,19,18-24,Female,Converted,2,77.55,4526.56,6,Brand Analytics Suite,Summer,August,2024,Q3,2024Q3,Aug,1–3
L1241,2024-07-10,New_Year_Launch,Instagram,Organic,37,35-44,Female,Lost,1,46.27,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,1–3
L1242,2023-03-20,New_Year_Launch,TikTok,Paid Ads,20,18-24,Female,Converted,10,33.99,1582.12,50,CRM Integration,Spring,March,2023,Q1,2023Q1,Mar,10–12
L1243,2023-12-21,Year_End_Push,YouTube,Organic,34,25-34,Female,Converted,7,46.07,1544.65,10,Social Media Manager,Winter,December,2023,Q4,2023Q4,Dec,7–9
L1244,2023-12-31,Black_Friday,Instagram,Referral,41,35-44,Male,Nurturing,7,46.06,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,7–9
L1245,2023-10-30,Spring_Promo,YouTube,Direct,67,55+,Male,Converted,12,60.96,830.78,35,Brand Analytics Suite,Fall,October,2023,Q4,2023Q4,Oct,10–12
L1246,2023-11-12,Spring_Promo,Facebook,Referral,46,45-54,Male,New Lead,5,50.89,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,4–6
L1247,2024-06-08,Black_Friday,TikTok,Direct,18,18-24,Female,Nurturing,1,36.16,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,1–3
L1248,2024-02-28,Black_Friday,Instagram,Referral,62,55+,Male,New Lead,2,42.76,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,1–3
L1249,2024-05-19,Back_to_School,TikTok,Paid Ads,51,45-54,Female,Qualified,3,30.92,0.0,0,,Spring,May,2024,Q2,2024Q2,May,1–3
L1250,2023-09-10,Spring_Promo,Facebook,Direct,54,45-54,Male,Qualified,8,56.42,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,7–9
L1251,2024-02-10,Back_to_School,Instagram,Paid Ads,51,45-54,Female,New Lead,10,41.64,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,10–12
L1252,2023-05-20,New_Year_Launch,Facebook,Direct,48,45-54,Female,Lost,10,48.01,0.0,0,,Spring,May,2023,Q2,2023Q2,May,10–12
L1253,2024-12-12,Back_to_School,TikTok,Direct,38,35-44,Female,Qualified,10,40.66,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,10–12
L1254,2024-07-31,Back_to_School,Facebook,Direct,47,45-54,Male,New Lead,9,46.0,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,7–9
L1255,2024-12-10,Black_Friday,YouTube,Paid Ads,48,45-54,Female,Converted,7,46.38,3528.4,18,Social Media Manager,Winter,December,2024,Q4,2024Q4,Dec,7–9
L1256,2024-09-04,Black_Friday,YouTube,Direct,33,25-34,Female,New Lead,7,54.58,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,7–9
L1257,2024-07-03,New_Year_Launch,Instagram,Referral,60,55+,Male,Converted,2,46.88,992.16,32,Social Media Manager,Summer,July,2024,Q3,2024Q3,Jul,1–3
L1258,2024-03-16,Back_to_School,YouTube,Direct,63,55+,Male,Lost,2,47.12,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,1–3
L1259,2024-04-19,Black_Friday,YouTube,Paid Ads,59,55+,Female,Qualified,10,60.45,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,10–12
L1260,2023-03-29,Back_to_School,Google Search,Organic,19,18-24,Female,Nurturing,12,60.32,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,10–12
L1261,2023-12-23,Summer_Blast,Facebook,Direct,42,35-44,Female,Nurturing,8,51.52,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,7–9
L1262,2023-12-18,New_Year_Launch,Facebook,Organic,24,18-24,Male,New Lead,11,54.96,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,10–12
L1263,2024-07-27,Year_End_Push,Email,Paid Ads,28,25-34,Female,New Lead,8,20.53,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,7–9
L1264,2024-09-20,Black_Friday,TikTok,Direct,34,25-34,Female,New Lead,8,45.66,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,7–9
L1265,2024-12-21,Summer_Blast,Instagram,Paid Ads,54,45-54,Male,Qualified,2,51.17,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,1–3
L1266,2023-04-27,Back_to_School,TikTok,Referral,65,55+,Female,New Lead,8,33.25,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,7–9
L1267,2024-04-13,Back_to_School,Google Search,Organic,64,55+,Male,Qualified,11,70.35,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,10–12
L1268,2023-07-07,Summer_Blast,Facebook,Organic,33,25-34,Female,Qualified,3,49.47,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,1–3
L1269,2023-07-10,Year_End_Push,Email,Paid Ads,47,45-54,Male,Qualified,9,21.73,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,7–9
L1270,2024-04-06,Summer_Blast,Facebook,Paid Ads,45,45-54,Female,Qualified,6,54.39,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,4–6
L1271,2024-05-21,Year_End_Push,TikTok,Direct,31,25-34,Female,Nurturing,8,36.18,0.0,0,,Spring,May,2024,Q2,2024Q2,May,7–9
L1272,2023-08-14,Year_End_Push,TikTok,Organic,48,45-54,Female,New Lead,5,33.84,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,4–6
L1273,2024-08-09,Year_End_Push,Google Search,Direct,30,25-34,Male,Nurturing,9,60.28,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,7–9
L1274,2024-10-31,Black_Friday,Email,Paid Ads,45,45-54,Female,New Lead,5,27.03,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,4–6
L1275,2023-05-01,Black_Friday,Facebook,Organic,44,35-44,Female,Converted,4,57.51,1444.45,76,Social Media Manager,Spring,May,2023,Q2,2023Q2,May,4–6
L1276,2023-03-02,Summer_Blast,Email,Paid Ads,30,25-34,Female,Converted,9,23.4,1764.88,69,Brand Analytics Suite,Spring,March,2023,Q1,2023Q1,Mar,7–9
L1277,2024-11-26,Year_End_Push,Email,Referral,41,35-44,Male,Lost,3,28.3,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,1–3
L1278,2023-09-13,New_Year_Launch,YouTube,Paid Ads,42,35-44,Male,Converted,6,47.92,4228.17,87,SEO Pro,Fall,September,2023,Q3,2023Q3,Sep,4–6
L1279,2024-04-07,New_Year_Launch,YouTube,Referral,67,55+,Female,Nurturing,2,46.51,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,1–3
L1280,2023-04-06,Back_to_School,Google Search,Direct,40,35-44,Male,Nurturing,8,72.62,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,7–9
L1281,2024-05-21,Black_Friday,Google Search,Paid Ads,70,55+,Female,Converted,5,63.37,2019.9,74,Brand Analytics Suite,Spring,May,2024,Q2,2024Q2,May,4–6
L1282,2024-04-15,New_Year_Launch,Instagram,Organic,19,18-24,Male,Converted,3,35.33,2485.79,1,SEO Pro,Spring,April,2024,Q2,2024Q2,Apr,1–3
L1283,2023-09-14,Spring_Promo,TikTok,Referral,41,35-44,Female,Converted,11,29.65,4567.1,22,Digital Ads Package,Fall,September,2023,Q3,2023Q3,Sep,10–12
L1284,2023-08-07,New_Year_Launch,Google Search,Organic,34,25-34,Male,New Lead,3,67.54,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,1–3
L1285,2023-12-18,Spring_Promo,YouTube,Direct,59,55+,Female,New Lead,7,61.34,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,7–9
L1286,2023-04-15,Spring_Promo,TikTok,Direct,24,18-24,Male,Converted,6,30.06,4464.45,18,SEO Pro,Spring,April,2023,Q2,2023Q2,Apr,4–6
L1287,2024-03-26,Year_End_Push,Instagram,Organic,34,25-34,Female,Converted,4,42.02,3326.36,20,SEO Pro,Spring,March,2024,Q1,2024Q1,Mar,4–6
L1288,2024-08-26,Summer_Blast,Instagram,Organic,28,25-34,Female,Converted,6,49.6,4834.62,41,Brand Analytics Suite,Summer,August,2024,Q3,2024Q3,Aug,4–6
L1289,2024-11-05,New_Year_Launch,TikTok,Referral,22,18-24,Male,New Lead,4,45.52,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,4–6
L1290,2023-04-26,Summer_Blast,Facebook,Organic,54,45-54,Male,Nurturing,11,46.82,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,10–12
L1291,2024-08-05,Back_to_School,Instagram,Referral,60,55+,Female,New Lead,9,43.42,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,7–9
L1292,2023-02-10,Spring_Promo,Instagram,Organic,22,18-24,Female,Qualified,7,53.45,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,7–9
L1293,2024-10-17,New_Year_Launch,Google Search,Direct,59,55+,Female,Nurturing,10,68.73,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,10–12
L1294,2023-06-09,Year_End_Push,Facebook,Organic,22,18-24,Male,Lost,7,52.73,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,7–9
L1295,2023-09-02,New_Year_Launch,YouTube,Direct,41,35-44,Male,Lost,2,46.16,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,1–3
L1296,2024-11-04,Back_to_School,Email,Organic,47,45-54,Female,Converted,2,26.81,556.99,18,Digital Ads Package,Fall,November,2024,Q4,2024Q4,Nov,1–3
L1297,2023-10-03,Summer_Blast,Email,Referral,35,35-44,Female,Qualified,2,26.66,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,1–3
L1298,2024-08-13,Back_to_School,Facebook,Organic,52,45-54,Male,Converted,8,54.55,2548.39,47,Digital Ads Package,Summer,August,2024,Q3,2024Q3,Aug,7–9
L1299,2024-11-21,Spring_Promo,TikTok,Referral,35,35-44,Male,Converted,4,42.46,3833.51,1,Digital Ads Package,Fall,November,2024,Q4,2024Q4,Nov,4–6
L1300,2023-07-03,Black_Friday,Google Search,Referral,22,18-24,Female,Lost,1,76.62,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,1–3
L1301,2023-11-24,Black_Friday,Facebook,Paid Ads,34,25-34,Female,Lost,2,47.43,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,1–3
L1302,2024-06-12,Summer_Blast,Email,Organic,18,18-24,Female,Qualified,7,31.63,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,7–9
L1303,2023-01-09,Spring_Promo,Facebook,Referral,44,35-44,Female,Nurturing,5,49.38,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,4–6
L1304,2024-05-20,Back_to_School,TikTok,Direct,62,55+,Male,Nurturing,4,47.96,0.0,0,,Spring,May,2024,Q2,2024Q2,May,4–6
L1305,2024-10-13,Summer_Blast,Google Search,Organic,20,18-24,Male,Nurturing,1,74.79,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,1–3
L1306,2023-09-01,Spring_Promo,YouTube,Referral,47,45-54,Female,Qualified,1,53.4,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,1–3
L1307,2024-01-17,Year_End_Push,Instagram,Paid Ads,18,18-24,Male,Nurturing,12,44.17,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,10–12
L1308,2023-03-05,Spring_Promo,TikTok,Direct,62,55+,Female,Nurturing,3,36.7,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,1–3
L1309,2023-12-01,New_Year_Launch,Facebook,Direct,44,35-44,Male,Converted,5,48.36,1551.25,26,Brand Analytics Suite,Winter,December,2023,Q4,2023Q4,Dec,4–6
L1310,2024-02-21,Black_Friday,Instagram,Paid Ads,28,25-34,Female,Nurturing,6,37.41,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,4–6
L1311,2024-12-03,Spring_Promo,Google Search,Referral,44,35-44,Male,New Lead,12,64.08,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,10–12
L1312,2023-12-31,Spring_Promo,Facebook,Paid Ads,25,25-34,Female,Converted,1,49.92,3547.33,34,Brand Analytics Suite,Winter,December,2023,Q4,2023Q4,Dec,1–3
L1313,2023-05-24,Spring_Promo,Email,Paid Ads,48,45-54,Male,Nurturing,1,14.43,0.0,0,,Spring,May,2023,Q2,2023Q2,May,1–3
L1314,2024-10-22,New_Year_Launch,Google Search,Referral,29,25-34,Male,Nurturing,10,59.68,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,10–12
L1315,2023-05-12,New_Year_Launch,Instagram,Paid Ads,18,18-24,Male,Nurturing,6,36.84,0.0,0,,Spring,May,2023,Q2,2023Q2,May,4–6
L1316,2024-02-09,Year_End_Push,Instagram,Paid Ads,51,45-54,Male,Nurturing,7,44.92,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,7–9
L1317,2023-06-02,Back_to_School,TikTok,Paid Ads,44,35-44,Male,Qualified,10,28.69,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,10–12
L1318,2023-03-31,Year_End_Push,Google Search,Direct,41,35-44,Male,Nurturing,3,63.6,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,1–3
L1319,2024-01-03,Black_Friday,TikTok,Organic,65,55+,Female,Converted,8,37.59,2048.15,73,CRM Integration,Winter,January,2024,Q1,2024Q1,Jan,7–9
L1320,2023-01-31,Back_to_School,TikTok,Organic,35,35-44,Female,Nurturing,5,45.92,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,4–6
L1321,2024-11-03,Summer_Blast,Facebook,Paid Ads,56,55+,Male,New Lead,9,46.82,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,7–9
L1322,2024-08-29,Summer_Blast,Google Search,Referral,66,55+,Male,New Lead,12,64.36,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,10–12
L1323,2024-05-19,Year_End_Push,Email,Paid Ads,42,35-44,Male,Lost,3,22.84,0.0,0,,Spring,May,2024,Q2,2024Q2,May,1–3
L1324,2024-06-23,Year_End_Push,Instagram,Paid Ads,22,18-24,Male,Qualified,6,44.56,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,4–6
L1325,2023-06-01,Back_to_School,Facebook,Paid Ads,26,25-34,Female,New Lead,3,53.73,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,1–3
L1326,2023-11-06,Year_End_Push,Facebook,Direct,23,18-24,Female,New Lead,3,48.45,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,1–3
L1327,2024-07-29,Summer_Blast,YouTube,Referral,47,45-54,Female,Converted,10,58.87,4041.46,29,CRM Integration,Summer,July,2024,Q3,2024Q3,Jul,10–12
L1328,2023-01-02,Summer_Blast,YouTube,Referral,41,35-44,Male,New Lead,10,63.98,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,10–12
